strain1,strain2,chr_num,start,end
PX179,JU1395,5,1021,4521933
JU1395,JU1586,5,1104452,4521933
JU1395,JU751,5,1021,4521933
JU1395,JU774,5,1349017,4521933
JU1395,KR314,5,1021,4521933
JU1395,LKC34,5,2834774,4521933
JU1395,MY1,5,1021,4521933
JU1409,KR314,5,1021,4521933
JU1440,KR314,5,1349017,4521933
JU1491,KR314,5,1349017,4521933
JU1530,KR314,5,2834774,4521933
JU1568,KR314,5,1021,4521933
JU1581,KR314,5,1349017,4521933
JU360,JU1586,5,1104452,4521933
JU363,JU1586,5,1104452,4521933
MY10,JU1586,5,4049220,4521933
PX179,JU1586,5,1104452,4521933
JU1586,JU774,5,1349017,4521933
JU1586,KR314,5,1104452,4521933
JU1586,LKC34,5,2834774,4521933
JU1586,MY1,5,1104452,4521933
JU1652,KR314,5,1021,4521933
JU1896,KR314,5,1021,4521933
JU258,KR314,5,4049220,4521933
JU310,KR314,5,2834774,4521933
JU311,KR314,5,1737476,4521933
JU323,KR314,5,1021,4521933
JU346,KR314,5,2834774,4521933
JU360,KR314,5,1021,4521933
JU363,KR314,5,1021,4521933
JU367,KR314,5,1021,4521933
JU393,KR314,5,1737476,4521933
JU394,KR314,5,2271298,4521933
JU397,KR314,5,2834774,4521933
JU406,KR314,5,1349017,4521933
JU440,KR314,5,1349017,4521933
JU561,KR314,5,1021,4521933
JU642,KR314,5,1021,4521933
JU751,KR314,5,1021,4521933
JU774,KR314,5,1349017,4521933
JU778,KR314,5,1349017,4521933
JU782,KR314,5,3874510,4521933
JU792,KR314,5,2834774,4521933
JU830,KR314,5,1021,4521933
JU847,KR314,5,1349017,4521933
LSJ1,KR314,5,1021,4521933
MY10,KR314,5,4049220,4521933
MY18,KR314,5,1021,4521933
PX174,KR314,5,1021,4521933
PX179,KR314,5,1021,4521933
QX1233,KR314,5,1021,4521933
WN2002,KR314,5,2834774,4521933
KR314,LKC34,5,2834774,4521933
KR314,MY16,5,1737476,4521933
KR314,MY1,5,1021,4521933
KR314,PB303,5,1021,4521933
KR314,PS2025,5,2834774,4521933
JU1213,AB1,5,3874510,4779233
AB1,CX11264,5,1349017,4779233
AB1,CX11314,5,1349017,4779233
AB1,ED3077,5,3874510,4779233
AB1,PS2025,5,2834774,4779233
JU1213,AB4,5,3874510,4779233
AB4,CX11264,5,1021,4779233
AB4,CX11314,5,1021,4779233
AB4,ED3077,5,3874510,4779233
AB4,PS2025,5,2834774,4779233
CB4851,JU1213,5,3874510,4779233
CB4851,CX11264,5,2271298,4779233
CB4851,CX11314,5,2271298,4779233
CB4851,ED3077,5,3874510,4779233
CB4851,PS2025,5,2834774,4779233
CB4852,JU1213,5,3874510,4779233
CB4852,CX11264,5,1021,4779233
CB4852,CX11314,5,1021,4779233
CB4852,ED3077,5,3874510,4779233
CB4852,PS2025,5,2834774,4779233
CB4853,JU1213,5,3874510,4779233
CB4853,CX11264,5,1021,4779233
CB4853,CX11314,5,1021,4779233
CB4853,ED3077,5,3874510,4779233
CB4853,PS2025,5,2834774,4779233
JU1213,CB4854,5,3874510,4779233
CB4854,CX11264,5,1021,4779233
CB4854,CX11314,5,1021,4779233
CB4854,ED3077,5,3874510,4779233
CB4854,PS2025,5,2834774,4779233
JU1213,CB4857,5,3874510,4779233
CB4857,CX11264,5,1021,4779233
CB4857,CX11314,5,1021,4779233
CB4857,ED3077,5,3874510,4779233
CB4857,PS2025,5,2834774,4779233
CB4858,JU1213,5,3874510,4779233
CB4858,CX11264,5,1021,4779233
CB4858,CX11314,5,1021,4779233
CB4858,ED3077,5,3874510,4779233
CB4858,PS2025,5,2834774,4779233
JU1213,CB4932,5,3874510,4779233
CB4932,CX11264,5,1349017,4779233
CB4932,CX11314,5,1349017,4779233
CB4932,ED3077,5,3874510,4779233
CB4932,PS2025,5,2834774,4779233
CX11262,JU1213,5,3874510,4779233
CX11262,CX11264,5,1021,4779233
CX11262,CX11314,5,1021,4779233
CX11262,ED3077,5,3874510,4779233
CX11262,PS2025,5,2834774,4779233
CX11292,CX11264,5,1021,4779233
CX11315,CX11264,5,1021,4779233
CX11271,CX11264,5,1021,4779233
CX11276,CX11264,5,1021,4779233
ED3005,CX11264,5,1021,4779233
ED3012,CX11264,5,1021,4779233
ED3017,CX11264,5,4049220,4779233
ED3048,CX11264,5,1021,4779233
ED3052,CX11264,5,1349017,4779233
ED3073,CX11264,5,1021,4779233
EG4347,CX11264,5,1021,4779233
EG4349,CX11264,5,4049220,4779233
EG4946,CX11264,5,4049220,4779233
JT11398,CX11264,5,1021,4779233
JU310,CX11264,5,2834774,4779233
JU1213,CX11264,5,3874510,4779233
JU1242,CX11264,5,2834774,4779233
JU1409,CX11264,5,1021,4779233
JU1491,CX11264,5,1349017,4779233
JU1581,CX11264,5,1349017,4779233
JU1568,CX11264,5,1021,4779233
JU311,CX11264,5,1021,4779233
JU323,CX11264,5,1021,4779233
JU346,CX11264,5,2834774,4779233
JU360,CX11264,5,1021,4779233
JU367,CX11264,5,1021,4779233
JU363,CX11264,5,1021,4779233
JU394,CX11264,5,2271298,4779233
JU792,CX11264,5,2834774,4779233
JU397,CX11264,5,2834774,4779233
JU561,CX11264,5,1021,4779233
JU830,CX11264,5,1021,4779233
JU847,CX11264,5,1349017,4779233
LSJ1,CX11264,5,1021,4779233
MY10,CX11264,5,4049220,4779233
MY18,CX11264,5,1021,4779233
PX174,CX11264,5,1021,4779233
PX179,CX11264,5,1021,4779233
QX1233,CX11264,5,1021,4779233
WN2002,CX11264,5,2834774,4779233
JU258,CX11264,5,4049220,4779233
CX11264,CX11307,5,2271298,4779233
CX11264,DL200,5,3874510,4779233
CX11264,DL226,5,1021,4779233
CX11264,ED3011,5,1021,4779233
CX11264,ED3077,5,3874510,4779233
CX11264,JU1088,5,1021,4779233
CX11264,JU1172,5,3120668,4779233
CX11264,JU1200,5,1021,4779233
CX11264,JU1395,5,1021,4779233
CX11264,JU1440,5,1349017,4779233
CX11264,JU1530,5,2834774,4779233
CX11264,JU1586,5,1104452,4779233
CX11264,JU1652,5,1021,4779233
CX11264,JU1896,5,1021,4779233
CX11264,JU393,5,1737476,4779233
CX11264,JU406,5,1349017,4779233
CX11264,JU440,5,1349017,4779233
CX11264,JU642,5,1021,4779233
CX11264,JU751,5,1021,4779233
CX11264,JU774,5,1349017,4779233
CX11264,JU778,5,1349017,4779233
CX11264,JU782,5,3874510,4779233
CX11264,LKC34,5,2834774,4779233
CX11264,MY16,5,1021,4779233
CX11264,MY1,5,1021,4779233
CX11264,PB303,5,1021,4779233
CX11271,JU1213,5,3874510,4779233
CX11271,CX11314,5,1021,4779233
CX11271,ED3077,5,3874510,4779233
CX11271,PS2025,5,2834774,4779233
CX11276,JU1213,5,3874510,4779233
CX11276,CX11314,5,1021,4779233
CX11276,ED3077,5,3874510,4779233
CX11276,PS2025,5,2834774,4779233
CX11292,JU1213,5,3874510,4779233
CX11292,CX11314,5,1021,4779233
CX11292,ED3077,5,3874510,4779233
CX11292,PS2025,5,3557872,4779233
JU1213,CX11307,5,3874510,4779233
CX11307,CX11314,5,2271298,4779233
CX11307,ED3077,5,3874510,4779233
CX11307,PS2025,5,2834774,4779233
CX11315,CX11314,5,1021,4779233
ED3005,CX11314,5,1021,4779233
ED3012,CX11314,5,1021,4779233
ED3017,CX11314,5,4049220,4779233
ED3048,CX11314,5,1021,4779233
ED3052,CX11314,5,1349017,4779233
ED3073,CX11314,5,1021,4779233
EG4347,CX11314,5,1021,4779233
EG4349,CX11314,5,4049220,4779233
EG4946,CX11314,5,4049220,4779233
JT11398,CX11314,5,1021,4779233
JU310,CX11314,5,2834774,4779233
JU1213,CX11314,5,3874510,4779233
JU1242,CX11314,5,2834774,4779233
JU1409,CX11314,5,1021,4779233
JU1491,CX11314,5,1349017,4779233
JU1581,CX11314,5,1349017,4779233
JU1568,CX11314,5,1021,4779233
JU311,CX11314,5,1021,4779233
JU323,CX11314,5,1021,4779233
JU346,CX11314,5,2834774,4779233
JU360,CX11314,5,1021,4779233
JU367,CX11314,5,1021,4779233
JU363,CX11314,5,1021,4779233
JU394,CX11314,5,2271298,4779233
JU792,CX11314,5,2834774,4779233
JU397,CX11314,5,2834774,4779233
JU561,CX11314,5,1021,4779233
JU830,CX11314,5,1021,4779233
JU847,CX11314,5,1349017,4779233
LSJ1,CX11314,5,1021,4779233
MY10,CX11314,5,4049220,4779233
MY18,CX11314,5,1021,4779233
PX174,CX11314,5,1021,4779233
PX179,CX11314,5,1021,4779233
QX1233,CX11314,5,1021,4779233
WN2002,CX11314,5,2834774,4779233
JU258,CX11314,5,4049220,4779233
CX11314,DL200,5,3874510,4779233
CX11314,DL226,5,1021,4779233
CX11314,ED3011,5,1021,4779233
CX11314,ED3077,5,3874510,4779233
CX11314,JU1088,5,1021,4779233
CX11314,JU1172,5,3120668,4779233
CX11314,JU1200,5,1021,4779233
CX11314,JU1395,5,1021,4779233
CX11314,JU1440,5,1349017,4779233
CX11314,JU1530,5,2834774,4779233
CX11314,JU1586,5,1104452,4779233
CX11314,JU1652,5,1021,4779233
CX11314,JU1896,5,1021,4779233
CX11314,JU393,5,1737476,4779233
CX11314,JU406,5,1349017,4779233
CX11314,JU440,5,1349017,4779233
CX11314,JU642,5,1021,4779233
CX11314,JU751,5,1021,4779233
CX11314,JU774,5,1349017,4779233
CX11314,JU778,5,1349017,4779233
CX11314,JU782,5,3874510,4779233
CX11314,LKC34,5,2834774,4779233
CX11314,MY16,5,1021,4779233
CX11314,MY1,5,1021,4779233
CX11314,PB303,5,1021,4779233
CX11315,JU1213,5,3874510,4779233
CX11315,ED3077,5,3874510,4779233
CX11315,PS2025,5,2834774,4779233
JU1213,DL200,5,3874510,4779233
DL200,ED3077,5,3874510,4779233
DL200,PS2025,5,3874510,4779233
DL226,ED3077,5,3874510,4779233
DL226,PS2025,5,2834774,4779233
ED3005,JU1213,5,3874510,4779233
ED3005,ED3077,5,3874510,4779233
ED3005,PS2025,5,2834774,4779233
JU1213,ED3011,5,3874510,4779233
ED3011,ED3077,5,3874510,4779233
ED3011,PS2025,5,2834774,4779233
ED3012,JU1213,5,3874510,4779233
ED3012,ED3077,5,3874510,4779233
ED3012,PS2025,5,2834774,4779233
ED3017,JU1213,5,4049220,4779233
ED3017,ED3077,5,4049220,4779233
ED3017,PS2025,5,4049220,4779233
ED3048,JU1213,5,3874510,4779233
ED3048,ED3077,5,3874510,4779233
ED3048,PS2025,5,2834774,4779233
ED3052,JU1213,5,3874510,4779233
ED3052,ED3077,5,3874510,4779233
ED3052,PS2025,5,2834774,4779233
ED3073,JU1213,5,3874510,4779233
ED3073,ED3077,5,3874510,4779233
ED3073,PS2025,5,2834774,4779233
EG4347,ED3077,5,3874510,4779233
EG4349,ED3077,5,4049220,4779233
EG4946,ED3077,5,4049220,4779233
JT11398,ED3077,5,3874510,4779233
JU310,ED3077,5,3874510,4779233
JU1213,ED3077,5,3874510,4779233
JU1242,ED3077,5,3874510,4779233
JU1409,ED3077,5,3874510,4779233
JU1491,ED3077,5,3874510,4779233
JU1581,ED3077,5,3874510,4779233
JU1568,ED3077,5,3874510,4779233
JU311,ED3077,5,3874510,4779233
JU323,ED3077,5,3874510,4779233
JU346,ED3077,5,3874510,4779233
JU360,ED3077,5,3874510,4779233
JU367,ED3077,5,3874510,4779233
JU363,ED3077,5,3874510,4779233
JU394,ED3077,5,3874510,4779233
JU792,ED3077,5,3874510,4779233
JU397,ED3077,5,3874510,4779233
JU561,ED3077,5,3874510,4779233
JU830,ED3077,5,3874510,4779233
JU847,ED3077,5,3874510,4779233
LSJ1,ED3077,5,3874510,4779233
MY10,ED3077,5,4049220,4779233
MY18,ED3077,5,3874510,4779233
PX174,ED3077,5,3874510,4779233
PX179,ED3077,5,3874510,4779233
QX1233,ED3077,5,3874510,4779233
WN2002,ED3077,5,3874510,4779233
JU258,ED3077,5,4049220,4779233
ED3077,JU1088,5,3874510,4779233
ED3077,JU1172,5,3874510,4779233
ED3077,JU1200,5,3874510,4779233
ED3077,JU1395,5,3874510,4779233
ED3077,JU1440,5,3874510,4779233
ED3077,JU1530,5,3874510,4779233
ED3077,JU1586,5,3874510,4779233
ED3077,JU1652,5,3874510,4779233
ED3077,JU1896,5,3874510,4779233
ED3077,JU393,5,3874510,4779233
ED3077,JU406,5,3874510,4779233
ED3077,JU440,5,3874510,4779233
ED3077,JU642,5,3874510,4779233
ED3077,JU751,5,3874510,4779233
ED3077,JU774,5,3874510,4779233
ED3077,JU778,5,3874510,4779233
ED3077,JU782,5,3874510,4779233
ED3077,LKC34,5,3874510,4779233
ED3077,MY16,5,3874510,4779233
ED3077,MY1,5,3874510,4779233
ED3077,PB303,5,3874510,4779233
ED3077,PS2025,5,3874510,4779233
EG4347,JU1213,5,3874510,4779233
EG4347,PS2025,5,2834774,4779233
EG4349,JU1213,5,4049220,4779233
EG4349,PS2025,5,4049220,4779233
EG4946,JU1213,5,4049220,4779233
EG4946,PS2025,5,4049220,4779233
JT11398,JU1213,5,3874510,4779233
JT11398,PS2025,5,2834774,4779233
JU1213,JU1088,5,3874510,4779233
JU1088,PS2025,5,2834774,4779233
JU1213,JU1172,5,3874510,4779233
JU1172,PS2025,5,3120668,4779233
JU1213,JU1200,5,3874510,4779233
JU1200,PS2025,5,2834774,4779233
JU310,JU1213,5,3874510,4779233
JU1213,JU1242,5,3874510,4779233
JU1213,JU1409,5,3874510,4779233
JU1213,JU1491,5,3874510,4779233
JU1213,JU1581,5,3874510,4779233
JU1213,JU1568,5,3874510,4779233
JU1213,JU311,5,3874510,4779233
JU1213,JU323,5,3874510,4779233
JU1213,JU346,5,3874510,4779233
JU1213,JU360,5,3874510,4779233
JU1213,JU367,5,3874510,4779233
JU1213,JU363,5,3874510,4779233
JU1213,JU394,5,3874510,4779233
JU1213,JU792,5,3874510,4779233
JU1213,JU397,5,3874510,4779233
JU1213,JU561,5,3874510,4779233
JU1213,JU830,5,3874510,4779233
JU1213,JU847,5,3874510,4779233
JU1213,LSJ1,5,3874510,4779233
JU1213,MY10,5,4049220,4779233
JU1213,MY18,5,3874510,4779233
JU1213,PX174,5,3874510,4779233
JU1213,PX179,5,3874510,4779233
JU1213,QX1233,5,3874510,4779233
JU1213,WN2002,5,3874510,4779233
JU1213,JU258,5,4049220,4779233
JU1213,JU1395,5,3874510,4779233
JU1213,JU1440,5,3874510,4779233
JU1213,JU1586,5,3874510,4779233
JU1213,JU1652,5,3874510,4779233
JU1213,JU1896,5,3874510,4779233
JU1213,JU393,5,3874510,4779233
JU1213,JU406,5,3874510,4779233
JU1213,JU440,5,3874510,4779233
JU1213,JU642,5,3874510,4779233
JU1213,JU751,5,3874510,4779233
JU1213,JU774,5,3874510,4779233
JU1213,JU778,5,3874510,4779233
JU1213,JU782,5,3874510,4779233
JU1213,LKC34,5,3874510,4779233
JU1213,MY16,5,3874510,4779233
JU1213,MY1,5,3874510,4779233
JU1213,PB303,5,3874510,4779233
JU1213,PS2025,5,3874510,4779233
JU1242,PS2025,5,2834774,4779233
JU1395,PS2025,5,2834774,4779233
JU1409,PS2025,5,2834774,4779233
JU1440,PS2025,5,2834774,4779233
JU1491,PS2025,5,2834774,4779233
JU1530,PS2025,5,2834774,4779233
JU1568,PS2025,5,2834774,4779233
JU1581,PS2025,5,2834774,4779233
JU1586,PS2025,5,2834774,4779233
JU1652,PS2025,5,2834774,4779233
JU1896,PS2025,5,2834774,4779233
JU258,PS2025,5,4049220,4779233
JU310,PS2025,5,2834774,4779233
JU311,PS2025,5,2834774,4779233
JU323,PS2025,5,2834774,4779233
JU346,PS2025,5,2834774,4779233
JU360,PS2025,5,2834774,4779233
JU363,PS2025,5,2834774,4779233
JU367,PS2025,5,2834774,4779233
JU393,PS2025,5,2834774,4779233
JU394,PS2025,5,2834774,4779233
JU397,PS2025,5,2834774,4779233
JU406,PS2025,5,2834774,4779233
JU440,PS2025,5,2834774,4779233
JU561,PS2025,5,2834774,4779233
JU642,PS2025,5,2834774,4779233
JU751,PS2025,5,2834774,4779233
JU774,PS2025,5,2834774,4779233
JU778,PS2025,5,2834774,4779233
JU782,PS2025,5,3874510,4779233
JU792,PS2025,5,2834774,4779233
JU830,PS2025,5,2834774,4779233
JU847,PS2025,5,2834774,4779233
LKC34,PS2025,5,2834774,4779233
LSJ1,PS2025,5,2834774,4779233
MY1,PS2025,5,2834774,4779233
MY10,PS2025,5,4049220,4779233
MY16,PS2025,5,2834774,4779233
MY18,PS2025,5,2834774,4779233
PB303,PS2025,5,2834774,4779233
PX174,PS2025,5,2834774,4779233
PX179,PS2025,5,2834774,4779233
QX1233,PS2025,5,2834774,4779233
WN2002,PS2025,5,2834774,4779233
JU258,AB1,5,4049220,5013211
AB1,MY16,5,1349017,5013211
JU258,AB4,5,4049220,5013211
AB4,MY16,5,1021,5013211
CB4851,JU258,5,4049220,5013211
CB4851,MY16,5,2271298,5013211
CB4852,JU258,5,4049220,5013211
CB4852,MY16,5,1021,5013211
CB4853,JU258,5,4049220,5013211
CB4853,MY16,5,1021,5013211
JU258,CB4854,5,4049220,5013211
CB4854,MY16,5,1021,5013211
JU258,CB4857,5,4049220,5013211
CB4857,MY16,5,1021,5013211
CB4858,JU258,5,4049220,5013211
CB4858,MY16,5,1021,5013211
JU258,CB4932,5,4049220,5013211
CB4932,MY16,5,1349017,5013211
CX11262,JU258,5,4049220,5013211
CX11262,MY16,5,1021,5013211
CX11271,JU258,5,4049220,5013211
CX11271,MY16,5,1021,5013211
CX11276,JU258,5,4049220,5013211
CX11276,MY16,5,1021,5013211
CX11292,JU258,5,4049220,5013211
CX11292,MY16,5,1021,5013211
JU258,CX11307,5,4049220,5013211
CX11307,MY16,5,2271298,5013211
CX11315,JU258,5,4049220,5013211
CX11315,MY16,5,1021,5013211
JU258,DL200,5,4049220,5013211
DL200,MY16,5,3874510,5013211
JU258,DL226,5,4270405,5013211
DL226,MY16,5,1021,5013211
ED3005,JU258,5,4049220,5013211
ED3005,MY16,5,1021,5013211
JU258,ED3011,5,4049220,5013211
ED3011,MY16,5,1021,5013211
ED3012,JU258,5,4049220,5013211
ED3012,MY16,5,1021,5013211
ED3017,JU258,5,4049220,5013211
ED3017,MY16,5,4049220,5013211
ED3048,JU258,5,4049220,5013211
ED3048,MY16,5,1021,5013211
ED3052,JU258,5,4049220,5013211
ED3052,MY16,5,1349017,5013211
ED3073,JU258,5,4049220,5013211
ED3073,MY16,5,1021,5013211
EG4347,JU323,5,1021,5013211
EG4347,JU830,5,1021,5013211
EG4347,QX1233,5,1021,5013211
EG4347,JU258,5,4049220,5013211
EG4347,JU774,5,1349017,5013211
EG4347,MY16,5,1021,5013211
EG4349,JU258,5,4049220,5013211
EG4349,MY16,5,4049220,5013211
EG4946,JU258,5,4049220,5013211
EG4946,MY16,5,4049220,5013211
JT11398,JU258,5,4049220,5013211
JT11398,MY16,5,1021,5013211
JU258,JU1088,5,4049220,5013211
JU1088,MY16,5,1021,5013211
JU258,JU1172,5,4049220,5013211
JU1172,MY16,5,3120668,5013211
JU258,JU1200,5,4049220,5013211
JU1200,MY16,5,1021,5013211
JU1242,JU258,5,4049220,5013211
JU1242,MY16,5,2834774,5013211
JU258,JU1395,5,4049220,5013211
JU1395,MY16,5,1021,5013211
JU1409,JU258,5,4049220,5013211
JU1409,MY16,5,1021,5013211
JU258,JU1440,5,4049220,5013211
JU1440,MY16,5,1349017,5013211
JU1491,JU258,5,4049220,5013211
JU1491,MY16,5,1349017,5013211
JU258,JU1530,5,4049220,5013211
JU1530,MY16,5,2834774,5013211
JU1568,JU258,5,4049220,5013211
JU1568,MY16,5,1021,5013211
JU1581,JU258,5,4049220,5013211
JU1581,MY16,5,1349017,5013211
JU258,JU1586,5,4049220,5013211
JU1586,MY16,5,1104452,5013211
JU258,JU1652,5,4049220,5013211
JU1652,MY16,5,1021,5013211
JU258,JU1896,5,4049220,5013211
JU1896,MY16,5,1021,5013211
JU310,JU258,5,4049220,5013211
JU311,JU258,5,4049220,5013211
JU323,JU258,5,4049220,5013211
JU346,JU258,5,4049220,5013211
JU360,JU258,5,4270405,5013211
JU367,JU258,5,4049220,5013211
JU363,JU258,5,4270405,5013211
JU394,JU258,5,4049220,5013211
JU792,JU258,5,4049220,5013211
JU397,JU258,5,4049220,5013211
JU561,JU258,5,4049220,5013211
JU830,JU258,5,4049220,5013211
JU847,JU258,5,4049220,5013211
LSJ1,JU258,5,4049220,5013211
MY10,JU258,5,4049220,5013211
MY18,JU258,5,4049220,5013211
PX174,JU258,5,4049220,5013211
PX179,JU258,5,4049220,5013211
QX1233,JU258,5,4270405,5013211
WN2002,JU258,5,4270405,5013211
JU258,JU393,5,4049220,5013211
JU258,JU406,5,4049220,5013211
JU258,JU440,5,4049220,5013211
JU258,JU642,5,4049220,5013211
JU258,JU751,5,4049220,5013211
JU258,JU774,5,4049220,5013211
JU258,JU778,5,4270405,5013211
JU258,JU782,5,4049220,5013211
JU258,LKC34,5,4049220,5013211
JU258,MY16,5,4049220,5013211
JU258,MY1,5,4270405,5013211
JU258,PB303,5,4049220,5013211
JU310,MY16,5,2834774,5013211
JU311,MY16,5,1021,5013211
JU323,MY16,5,1021,5013211
JU346,MY16,5,2834774,5013211
JU360,MY16,5,1021,5013211
JU363,MY16,5,1021,5013211
JU367,MY16,5,1021,5013211
JU393,MY16,5,1737476,5013211
JU394,MY16,5,2271298,5013211
JU397,MY16,5,2834774,5013211
JU406,MY16,5,1349017,5013211
JU440,MY16,5,1349017,5013211
JU561,MY16,5,1021,5013211
JU642,MY16,5,1021,5013211
JU751,MY16,5,1021,5013211
JU774,MY16,5,1349017,5013211
JU778,MY16,5,1349017,5013211
JU782,MY16,5,3874510,5013211
JU792,MY16,5,2834774,5013211
JU830,MY16,5,1021,5013211
JU847,MY16,5,1349017,5013211
LKC34,MY16,5,2834774,5013211
LSJ1,MY16,5,1021,5013211
MY16,MY1,5,1021,5013211
MY10,MY16,5,4049220,5013211
MY18,MY16,5,1021,5013211
PX174,MY16,5,1021,5013211
PX179,MY16,5,1021,5013211
QX1233,MY16,5,1021,5013211
WN2002,MY16,5,2834774,5013211
MY16,PB303,5,1021,5013211
CX11262,JU1409,5,1021,5244752
CX11271,JU1409,5,1021,5244752
JU1409,ED3011,5,1021,5244752
JU1409,JU1172,5,3120668,5244752
JU1409,JU1568,5,1021,5244752
JU1409,JU830,5,1021,5244752
JU1409,QX1233,5,1021,5244752
JU1409,WN2002,5,2834774,5244752
JU1409,JU1440,5,1349017,5244752
JU1409,JU1652,5,1021,5244752
JU1409,JU1896,5,1021,5244752
JU1409,JU774,5,1349017,5244752
CX11262,AB1,5,1349017,5523403
EG4349,AB1,5,4049220,5523403
QX1233,AB1,5,1349017,5523403
WN2002,AB1,5,2834774,5523403
CX11262,AB4,5,1021,5523403
EG4349,AB4,5,4049220,5523403
QX1233,AB4,5,1021,5523403
WN2002,AB4,5,2834774,5523403
CB4851,CX11262,5,2271298,5523403
CB4851,EG4349,5,4049220,5523403
CB4851,QX1233,5,2271298,5523403
CB4851,WN2002,5,2834774,5523403
CB4852,CX11262,5,1021,5523403
CB4852,EG4349,5,4049220,5523403
CB4852,QX1233,5,1021,5523403
CB4852,WN2002,5,2834774,5523403
CB4853,CX11262,5,1021,5523403
CB4853,EG4349,5,4049220,5523403
CB4853,QX1233,5,1021,5523403
CB4853,WN2002,5,2834774,5523403
CX11262,CB4854,5,1021,5523403
EG4349,CB4854,5,4049220,5523403
QX1233,CB4854,5,1021,5523403
WN2002,CB4854,5,2834774,5523403
CX11262,CB4857,5,1021,5523403
EG4349,CB4857,5,4049220,5523403
QX1233,CB4857,5,1021,5523403
WN2002,CB4857,5,2834774,5523403
CB4858,CX11262,5,1021,5523403
CB4858,EG4349,5,4049220,5523403
CB4858,QX1233,5,1021,5523403
CB4858,WN2002,5,2834774,5523403
CX11262,CB4932,5,1349017,5523403
EG4349,CB4932,5,4049220,5523403
QX1233,CB4932,5,1349017,5523403
WN2002,CB4932,5,2834774,5523403
CX11292,CX11262,5,1021,5523403
CX11262,CX11315,5,1021,5523403
CX11262,CX11271,5,1021,5523403
CX11262,CX11276,5,1021,5523403
CX11262,ED3005,5,1021,5523403
CX11262,ED3012,5,1021,5523403
CX11262,ED3017,5,4049220,5523403
CX11262,ED3048,5,1021,5523403
CX11262,ED3052,5,1349017,5523403
CX11262,ED3073,5,1021,5523403
CX11262,EG4347,5,1021,5523403
CX11262,EG4349,5,4049220,5523403
CX11262,EG4946,5,4049220,5523403
CX11262,JT11398,5,1021,5523403
CX11262,JU310,5,2834774,5523403
CX11262,JU1242,5,2834774,5523403
CX11262,JU1491,5,1349017,5523403
CX11262,JU1581,5,1349017,5523403
CX11262,JU1568,5,1021,5523403
CX11262,JU311,5,1021,5523403
CX11262,JU323,5,1021,5523403
CX11262,JU346,5,2834774,5523403
CX11262,JU360,5,1021,5523403
CX11262,JU367,5,1021,5523403
CX11262,JU363,5,1021,5523403
CX11262,JU394,5,2271298,5523403
CX11262,JU792,5,2834774,5523403
CX11262,JU397,5,2834774,5523403
CX11262,JU561,5,1021,5523403
CX11262,JU830,5,1021,5523403
CX11262,JU847,5,1349017,5523403
CX11262,LSJ1,5,1021,5523403
CX11262,MY10,5,4049220,5523403
CX11262,MY18,5,1021,5523403
CX11262,PX174,5,1021,5523403
CX11262,PX179,5,1021,5523403
CX11262,WN2002,5,2834774,5523403
CX11262,CX11307,5,2271298,5523403
CX11262,DL200,5,3874510,5523403
CX11262,DL226,5,1021,5523403
CX11262,ED3011,5,1021,5523403
CX11262,ED3046,5,4786529,5523403
CX11262,ED3049,5,4786529,5523403
CX11262,JU1088,5,1021,5523403
CX11262,JU1172,5,3120668,5523403
CX11262,JU1200,5,1021,5523403
CX11262,JU1246,5,4786529,5523403
CX11262,JU1395,5,1021,5523403
CX11262,JU1400,5,4786529,5523403
CX11262,JU1440,5,1349017,5523403
CX11262,JU1530,5,2834774,5523403
CX11262,JU1586,5,1104452,5523403
CX11262,JU1652,5,1021,5523403
CX11262,JU1896,5,1021,5523403
CX11262,JU393,5,1737476,5523403
CX11262,JU406,5,1349017,5523403
CX11262,JU440,5,1349017,5523403
CX11262,JU642,5,1021,5523403
CX11262,JU751,5,1021,5523403
CX11262,JU774,5,1349017,5523403
CX11262,JU778,5,1349017,5523403
CX11262,JU782,5,3874510,5523403
CX11262,KR314,5,4786529,5523403
CX11262,LKC34,5,2834774,5523403
CX11262,MY1,5,1021,5523403
CX11262,PB303,5,1021,5523403
CX11262,PB306,5,5013212,5523403
CX11264,PB306,5,5013212,5523403
CX11271,EG4349,5,4049220,5523403
CX11271,QX1233,5,1021,5523403
CX11271,WN2002,5,2834774,5523403
CX11276,EG4349,5,4049220,5523403
CX11276,QX1233,5,1021,5523403
CX11276,WN2002,5,2834774,5523403
CX11276,ED3049,5,4786529,5523403
CX11276,JU782,5,3874510,5523403
CX11292,EG4349,5,4049220,5523403
CX11292,QX1233,5,1021,5523403
CX11292,WN2002,5,2834774,5523403
EG4349,CX11307,5,4049220,5523403
QX1233,CX11307,5,2271298,5523403
WN2002,CX11307,5,2834774,5523403
CX11314,PB306,5,5013212,5523403
CX11315,EG4349,5,4049220,5523403
CX11315,QX1233,5,1021,5523403
CX11315,WN2002,5,2834774,5523403
EG4349,DL200,5,4049220,5523403
QX1233,DL200,5,3874510,5523403
WN2002,DL200,5,3874510,5523403
EG4349,DL226,5,4049220,5523403
QX1233,DL226,5,1021,5523403
WN2002,DL226,5,2834774,5523403
DL226,ED3049,5,4786529,5523403
DL226,JU782,5,3874510,5523403
ED3005,EG4349,5,4049220,5523403
ED3005,QX1233,5,1021,5523403
ED3005,WN2002,5,2834774,5523403
EG4349,ED3011,5,4049220,5523403
QX1233,ED3011,5,1021,5523403
